"authorId:ID","name",":LABEL"
"90cd798d5514","A. Hori","Author"
"638063e1e9e7","A. Hoyois","Author"
"93bb30c1d353","A. Hudson","Author"
"e9e9a62d78c5","A. Hussein","Author"
"6a08f0a90658","A. Högdén","Author"
"24f8c81cc359","A. Ibrahim","Author"
"8ae2248b4e74","A. Idrissi","Author"
"7e9cb027a0f2","A. Ilias","Author"
"dc3a9f3c828d","A. Ilie","Author"
"0401d43cd12a","A. Ioannou","Author"
"905d89dfb87d","A. Italia","Author"
"eb65b274c697","A. Ito","Author"
"c37d1953bc68","A. Iuculano","Author"
"c4b569f1bfe8","A. Jarén","Author"
"6e8c4978e842","A. Jatkowska","Author"
"e149b8dead0e","A. Jauregui-Amezaga","Author"
"6937719b4449","A. Javed","Author"
"015f7cd4705d","A. Jefremow","Author"
"0d8afbfebc59","A. Jefremow MHBA","Author"
"0601477c54cf","A. Jena","Author"
"b745658d087c","A. John","Author"
"25dccc9f9f10","A. Johnson","Author"
"321b44a62a2f","A. José da","Author"
"a1b68d30bd71","A. Juhasz","Author"
"ea5655f12071","A. Kajendran","Author"
"75a2688addba","A. Kala","Author"
"6b533d6ee922","A. Kalaba","Author"
"e16c87d23dba","A. Kandulski","Author"
"077328d5ac50","A. Kanters","Author"
"62583f2f8a34","A. Kapsoritakis","Author"
"06d7685da09a","A. Karamanakos","Author"
"84b8e12f1c37","A. Karataş","Author"
"843bb1fe2f97","A. Karkucisnka-Wieckowska","Author"
"5ab437c16b72","A. Katsuura","Author"
"e86e2d0e7615","A. Katz","Author"
"056f6f530279","A. Kefayat","Author"
"7c6f6b0524a7","A. Kellar","Author"
"6e4d51132693","A. Kent","Author"
"7c1162830a65","A. Keohane","Author"
"dd711a15f1e4","A. Khan","Author"
"fe6d37ad06df","A. Kimberly","Author"
"761f312d70d4","A. Klimowicz","Author"
"90a78209327f","A. Koh","Author"
"f842dc9a0038","A. Kokshoorn","Author"
"b8398a73afb7","A. Kormilitzin","Author"
"1df322a1ddcf","A. Kotsafti","Author"
"f71daea0aa9d","A. Koutsos","Author"
"ca3a5192b15a","A. Koutsoumpas","Author"
"519e23985e55","A. Krauthammer","Author"
"e57b5512bca5","A. Kubesch","Author"
"4816375cd82b","A. Kumar","Author"
"9869d3fe2cb5","A. La Mantia","Author"
"0560fc80280e","A. Laffusa","Author"
"cc3853993917","A. Latchford","Author"
"277d8e3c9979","A. Lawson","Author"
"f1b1537e2eb8","A. Lefèvre","Author"
"a5cd4c2d038e","A. Leroyer","Author"
"4487679b28bc","A. Les","Author"
"2357bdeb6a85","A. Levartovsky","Author"
"cec1daa6844f","A. Lewis","Author"
"3a90ef317a88","A. Li","Author"
"2cc54a585247","A. Li Yim","Author"
"8252024b0c1a","A. Lishchinskaia","Author"
"635eca34a587","A. Llyod","Author"
"6cd24d9f33cd","A. Lo","Author"
"c878c92de38d","A. Lo Bello","Author"
"7febf45cd2be","A. Lobo","Author"
"5a9f62c3c68d","A. Lopez Espinar","Author"
"a38230364530","A. Lucendo","Author"
"cb724af704da","A. Luongo","Author"
"5e46e0792462","A. M. Caballero Mateos","Author"
"3f1dbb92bef8","A. Magness","Author"
"8133dfb37dd8","A. Mahdy","Author"
"31d74ee73592","A. Majos","Author"
"ff7aab66e32f","A. Makolli","Author"
"03e2b4be9398","A. Malkopoulos","Author"
"ec7e6574831a","A. Manolakis","Author"
"532b4c264e3d","A. Margarit Colomer","Author"
"6d5c1e8e8e30","A. Marikanty","Author"
"dc8d01896083","A. Marki","Author"
"35795c9ecd12","A. Marra","Author"
"f0cfe88d9d9e","A. Martin","Author"
"e2bb83d5dae2","A. Martinez","Author"
"6ce202963302","A. Masamune","Author"
"959ef2cd1162","A. Massari","Author"
"84c73afacebe","A. Mathew","Author"
"241bdb853f50","A. Matteazzi","Author"
"7217601e0940","A. McNabola","Author"
"b5743df8f63d","A. McNair","Author"
"f5146301e131","A. Mcdermott","Author"
"ad0fc17ee810","A. Medellin","Author"
"8c36a42ce1ec","A. Meggiolan","Author"
"031bf5fa9de8","A. Mehl","Author"
"dcfadf7cbb73","A. Menys","Author"
"ef4a9e0e9860","A. Mercurio","Author"
"fd3b5c49abc6","A. Meskauskiene","Author"
"a7fc5c74373b","A. Meyer","Author"
"b05838548159","A. Mikorska","Author"
"c7f81137b735","A. Milano","Author"
"b694b59e1d9c","A. Miranda","Author"
"2e239fdd7dfd","A. Mocic Pavic","Author"
"610ba14b35a5","A. Moens","Author"
"aeac58c0001f","A. Mohammad","Author"
"abc59ec12207","A. Molinillo Marin","Author"
"84cd78359b70","A. Molinillo Marín","Author"
"4c9b5c4e1ed4","A. Moliné Pallarés","Author"
"54f0588946f0","A. Monnard","Author"
"2dc83081f988","A. Mornar","Author"
"088e4a26d270","A. Mpountouridis","Author"
"df51a6e30ed5","A. Muller Kobold","Author"
"84042e699994","A. Mínguez","Author"
"0c2099243ebc","A. Müller","Author"
"d9b2dc78b1ce","A. N. Gralnek","Author"
"04555b5d7472","A. Nagahara","Author"
"afe909e47a5a","A. Nazir","Author"
"7f19bcab8b39","A. Nedungadi","Author"
"eb6912bba0bb","A. Neefjes-Borst","Author"
"d7c79eaed7c1","A. Neokleous","Author"
"9d8021a25289","A. Neonaki","Author"
"af1c16a8c447","A. Neves","Author"
"0c899335f53a","A. Nevo- Shor","Author"
"a6bf4466ee36","A. Nguyen","Author"
"6ecfd2362595","A. Nguyen-Gomez","Author"
"fe470c2cca78","A. Noble","Author"
"b827898c5c8f","A. Nogami","Author"
"8f1a821706ab","A. Ntanou","Author"
"5272b4269e9d","A. Ocepek","Author"
"0868060d7dbc","A. Ocepek MD- PhD- assist.prof","Author"
"d850ba2558ca","A. OcepekMD- PhD- assist. prof","Author"
"6b2fa498768b","A. Oh","Author"
"112edf23e828","A. Orlando","Author"
"95ad93b21890","A. Ormeci Çifcibaşi","Author"
"39381ae5ffd0","A. Ortolani","Author"
"2ebc13acee1f","A. Otley","Author"
"719a692d51ca","A. Oueslati","Author"
"940029324447","A. Outtier","Author"
"bfe094ab896e","A. O’Toole","Author"
"809fe29acf2f","A. Pace","Author"
"89e4e6c0d38b","A. Pagoni","Author"
"37241d948b27","A. Papa","Author"
"eac495ddd07c","A. Pasta","Author"
"428c89a38b37","A. Paun","Author"
"510697a1bed1","A. Pavlovic Markovic","Author"
"b95fae8210c4","A. Perkovic","Author"
"d27047e19c7e","A. Pinto da","Author"
"e85e024e9585","A. Pinto da Costa","Author"
"ed138a41ac38","A. Polak","Author"
"98f8762a2872","A. Ponferrada Diaz","Author"
"3a6bd724b154","A. Ponte","Author"
"b52f5ae82da2","A. Popescu","Author"
"27e9341542c9","A. Poscia","Author"
"4c2fb6443e46","A. Posen","Author"
"f1278987605c","A. Pothakamury","Author"
"590148fbaba8","A. Poullis","Author"
"31eabbcc6d5f","A. Poulsen","Author"
"f8c12dee23c9","A. Prados","Author"
"78fffbda3d44","A. Prasad","Author"
"8903e1ee7d14","A. Pronk","Author"
"027d80e0a5e0","A. Psistakis","Author"
"fd12dedb54b8","A. Pudipeddi","Author"
"6abadd14d533","A. Punj Sharda","Author"
"9da89b28c261","A. Puy Guillen","Author"
"930dae92b9a9","A. Quadarella","Author"
"65b517b38aef","A. Quaresma","Author"
"f36e533dc765","A. Quteineh","Author"
"c5f2af9c6a8a","A. Rabadán Mata","Author"
"af996d2c182f","A. Ramsteijn","Author"
"b45da9fdf79c","A. Rao","Author"
"9bbd29005e46","A. Ravikulan","Author"
"1b189194816e","A. Ricchiuti","Author"
"48e94264825d","A. Rips","Author"
"a431b8d46c9f","A. Rispo","Author"
"05c213d69b38","A. Rizvi","Author"
"f5640dc4b486","A. Romanchuk","Author"
"542b8e9b363d","A. Romano","Author"
"ce7f36fc2e6b","A. Rosato","Author"
"c521b0ef44d2","A. Rozenfeld Hemed","Author"
"dc099093f884","A. Rozieres","Author"
"560bbdaa5b22","A. Ruffa","Author"
"df15e80bacf1","A. Rusher","Author"
"3071073d6302","A. Rustamzade","Author"
"4a5350cb5b99","A. Ruíz Sánchez","Author"
"d0bcf7bd60c5","A. Saeed","Author"
"1b31a55b0146","A. Saifuddin","Author"
"b0fb37df9fef","A. Salahi-Niri","Author"
"f99495a7ea30","A. Salas","Author"
"345665118224","A. Salas Pérez","Author"
"8ab85ce07b7c","A. Saleem","Author"
"4b67e7e45c3e","A. Salem","Author"
"a6fe349524e6","A. Sanchez","Author"
"aa9f13ecba4f","A. Sandall","Author"
"46f1bd08b5e2","A. Sandri","Author"
"5b8b43a1bf98","A. Santiago-Cintron","Author"
"365c923d0419","A. Santos","Author"
"c8e79c630128","A. Sanzo Machuca","Author"
"8e6e2b3b2a2d","A. Sapone","Author"
"992ed53635fe","A. Sasaki","Author"
"aa9912300396","A. Saviano","Author"
"7ec4f62a6de8","A. Savino","Author"
"f29393dd84a3","A. Sazonovs","Author"
"da41ff4e394d","A. Scarcelli","Author"
"061b34f7ce5c","A. Scattolini","Author"
"4454d8d88172","A. Schettino","Author"
"d08e83ced0ee","A. Schmitz","Author"
"56e752fe2473","A. Segal","Author"
"3f76bed5ddfe","A. SegalDr. med","Author"
"89d24fd4f1f6","A. Sferruzza","Author"
"836973253dd9","A. Sgambato","Author"
"3c9c3a1b53e4","A. Shaaban","Author"
"b72ff816c405","A. Shafrir","Author"
"624e116fad05","A. Sheiban","Author"
"6ca0b21cd05a","A. Shiraki","Author"
"516625f512bd","A. Silva","Author"
"11abde8f06cf","A. Singh","Author"
"ddfd1ee07409","A. Singh D.M","Author"
"6d658fd8eb33","A. SinghD.M","Author"
"e6b34ebd967b","A. Smet","Author"
"d6f0f33397ea","A. Smits","Author"
"0afc1d008405","A. Sobolewska-Wlodarczyk","Author"
"0c7985005301","A. Sokic Milutinovic","Author"
"545bc49479bf","A. Sola","Author"
"840893ed1dda","A. Solismaa","Author"
"09351c8ad070","A. Sood","Author"
"187f93b6f0a8","A. Soriano","Author"
"c6b07d098c58","A. Soroush","Author"
"a67d607b3fbb","A. Souza","Author"
"e7406987a94d","A. Soyeong","Author"
"803a4f7bb067","A. Speight","Author"
"09e0baeaf46c","A. Spencer","Author"
"de72d0fab0c1","A. Spivak","Author"
"a746dd1fdaec","A. Srinivasan","Author"
"5120c43ce3e3","A. Srivastava","Author"
"340089deebc8","A. Stagg","Author"
"27197ce5f0c0","A. Stanley","Author"
"1485ef91158a","A. Stella","Author"
"4557e668d241","A. Stemate","Author"
"f5dd75f01136","A. Stepanyan","Author"
"14eae1ea3c82","A. Striki","Author"
"61b3bcc096a9","A. Sturm","Author"
"53f49950197e","A. Suarez","Author"
"cad5fce46cb4","A. Suarez Saro","Author"
"8ee043d6b240","A. Suárez-Saro Fernández","Author"
"49f94659359e","A. Suárez-SaroFernández","Author"
"66660f97cd54","A. Talan Asher","Author"
"f5703820b804","A. Talbot","Author"
"4e77e1aa579f","A. Tanabayeva","Author"
"d1817bb08157","A. Tanaka","Author"
"e59c189b1164","A. Tarafder","Author"
"27c1e28cd122","A. Tasovasili","Author"
"d0eef66ecb85","A. Tawfik","Author"
"6273448e6d99","A. Teleki","Author"
"ba457ac9b4bf","A. Testa","Author"
"7aaf887d476d","A. Thakor","Author"
"3709787bf36b","A. Thakur","Author"
"7f623a1803ab","A. Theodoropoulou","Author"
"41989d72cb54","A. Thomann","Author"
"636f3a1466a7","A. Thorne","Author"
"a277dcb1edbf","A. Tiwari","Author"
"583ad671f14e","A. Todeschini","Author"
"c5a9a6df9abd","A. Toker","Author"
"00ff45a11a61","A. Toplicanin","Author"
"d9acc64b59a2","A. Torabi","Author"
"7df0dadad1fa","A. Torriero","Author"
"84927ba54c9b","A. Toskas","Author"
"3e23e3ae40a4","A. Tribble","Author"
"f8fcc8663f43","A. Ualiyeva","Author"
"0d6489bd27f6","A. Ueno","Author"
"3e6fa40fd5cf","A. Urbanowski","Author"
"6790f66c76d2","A. Usai","Author"
"aab7859e8b05","A. Vadhariya","Author"
"ed0fd216157f","A. Van Besien","Author"
"6f8729c8e033","A. Varadharajan","Author"
"6613c103be3a","A. Variola","Author"
"ddf3f61ad55e","A. Varka","Author"
"08b24e5b0418","A. Vasanji","Author"
"cd49ec4fb02d","A. Vats","Author"
"93dfc6c4a341","A. Velde","Author"
"11cc3b10e1ed","A. Versiglia","Author"
"ca7bbc6767a3","A. Vignali","Author"
"700a394aed17","A. Vinkel Hansen","Author"
"f1eeb7038b99","A. Viola","Author"
"369f3a7a0fd7","A. Vlachou","Author"
"e5e88ec8b333","A. Vladzymyrskyy","Author"
"6f36b7a85511","A. Voiosu","Author"
"ca53470444ee","A. Von Rongen","Author"
"cbc670ca9352","A. Vulcan","Author"
"9491c161cc8f","A. Vélez Blanco","Author"
"799bd51304ea","A. Wadhwani","Author"
"51e46297db50","A. Walsh","Author"
"56381c53e823","A. Wang","Author"
"974918970b52","A. Waslyk","Author"
"1b6e877acb87","A. Weill","Author"
"914b97d61452","A. Weinberger","Author"
"d967ef761f34","A. Wilson","Author"
"29a1e081e1f6","A. Wilson-O’brien","Author"
"ef90110d87e5","A. Wolthuis","Author"
"c9fcf1d38609","A. Yamada","Author"
"659eb1f25ea4","A. Yarur","Author"
"388c5fd53e33","A. Yehuda-Cohen","Author"
"1ff8814f7375","A. Yermanos","Author"
"2c10fb491e96","A. Yerushalmy-Feler","Author"
"c342c24498af","A. Yeskozhina","Author"
"92d389717212","A. Yoden","Author"
"a2d8c95881b5","A. Yoon","Author"
"ae94433e7784","A. Yoshida","Author"
"4971d24cce77","A. Young","Author"
"d9b5a663b7ad","A. Zampelas","Author"
"bb0669f35609","A. Zazour","Author"
"a94e544a80f9","A. Zhernakova","Author"
"1997c5bef7d2","A. Zilli","Author"
"32b36246e8a7","A. Zoretti","Author"
"1926f3bc0598","A. Zubkiewicz-Zarebska","Author"
"de456ccce247","A. de Sa Rolim","Author"
"4df058dcf2c6","A. Šiprak Stastny","Author"
"6eee6cc29108","A.A. Bjerregaard","Author"
"171e2b202e6c","A.A. Izzo","Author"
"0ba7642e42d2","A.A. Kühl","Author"
"860749f3f5b1","A.A. Van Bodegraven","Author"
"9e6e98d91dec","A.B. Costa","Author"
"0bd019b2832f","A.B. Haidich","Author"
"ff981649d067","A.B. Hawthorne","Author"
"53c97468980f","A.B. Hussain","Author"
"8e67fedce16c","A.Buisson","Author"
"425043cbd2cc","A.C. Bay-Jensen","Author"
"34f09d320079","A.C. De Vries","Author"
"470aad2da512","A.C. Georgieva PhD","Author"
"b5eb115a1f9d","A.C. GonzalezParra","Author"
"a24540f93026","A.C. Lazaris","Author"
"cecee85cefd5","A.C.I.","Author"
"40dfbd59b3ca","A.D. Guarino","Author"
"018311a8c7b6","A.D.E. de Groot","Author"
"e906398ebc7d","A.E. Darawsha","Author"
"56ef164c5b71","A.E. Goldiș","Author"
"c45e6190eafa","A.E. Rodríguez Díaz","Author"
"1e47613fa90d","A.E. Van der Meulen - de Jong","Author"
"6a0879d0f668","A.Elorza","Author"
"7f58e0e3730a","A.F. Çelik","Author"
"6b77eb228421","A.G. Gebreselassie","Author"
"5aaa27c7155e","A.G. Gravina","Author"
"b8ebbe291424","A.Hart","Author"
"0610f2801155","A.Hussein","Author"
"1ffb9124e724","A.I.","Author"
"f206d4001c69","A.I. Elkaany","Author"
"6fc70c648d71","A.I. Hatemi","Author"
"4e5a0ece7572","A.I. Rotaru","Author"
"a4de79780fee","A.I. Valente","Author"
"4ad7280bda8f","A.J. Williams","Author"
"70a05a35e93f","A.J.L. D’Hoore","Author"
"e68a730eff0d","A.K. Akobeng","Author"
"1b82dd92d162","A.K. Asaad","Author"
"3aa2f7f2477f","A.K. Cantu","Author"
"35d0bc6aa1cf","A.K. Choudhury","Author"
"219d02e8c68c","A.K. Dige","Author"
"ca562a89eedb","A.K. Dutta","Author"
"b814bbfbf946","A.K. Gupta","Author"
"4c008a0b719e","A.K. Kannan","Author"
"44cfca25b4a1","A.K. Meena","Author"
"00ae0e9f7aa7","A.L. Fitzgerald","Author"
"02638aa6d50a","A.L. Jeong","Author"
"82d17e4d7908","A.L. Koziol","Author"
"d6ea51aa1896","A.L. Pelletier","Author"
"0ea6ca0153cc","A.M. Aransay","Author"
"9a416dffe585","A.M. Baker","Author"
